Product_Collection,Vertical_Segment,Launch_Year,Lithography,Recommended_Customer_Price,nb_of_Cores,nb_of_Threads,Processor_Base_Frequency,Cache,Instruction_Set,TDP,Max_Memory_Size,Max_nb_of_Memory_Channels,Max_Memory_Bandwidth
Intel® Xeon® Processor E5 Family,Embedded,2012,32,1,8,16,1.8,20,64-bit,70,384,4,35.07890148212729
Intel® Xeon® Processor E5 Family,Server,2012,32,1,8,16,1.8,20,64-bit,70,384,4,51.2
Intel® Xeon® Processor E5 Family,Server,2012,32,885,4,8,3.3,10,64-bit,130,384,4,51.2
Intel® Xeon® Processor E5 Family,Server,2012,32,885,6,12,2.5,15,64-bit,95,384,4,42.6
Intel® Xeon® Processor E5 Family,Server,2012,32,885,2,4,3,5,64-bit,80,384,4,51.2
Intel® Xeon® Processor E5 Family,Server,2012,32,662,6,12,2,15,64-bit,60,384,4,42.6
Intel® Xeon® Processor E5 Family,Server,2012,32,612,6,12,2.3,15,64-bit,95,384,4,42.6
Intel® Xeon® Processor E5 Family,Server,2012,32,1080,6,12,3.3,15,64-bit,130,256,4,51.2
Intel® Xeon® Processor E5 Family,Server,2012,32,583,6,12,3.2,12,64-bit,130,256,4,51.2
Intel® Xeon® Processor E5 Family,Server,2012,32,360,6,12,2,15,64-bit,95,384,4,42.6
Intel® Xeon® Processor E5 Family,Server,2012,32,294,4,8,3.6,10,64-bit,130,375,4,51.2
Intel® Xeon® Processor E5 Family,Server,2012,32,294,4,4,2.4,10,64-bit,80,384,4,34.1
Intel® Xeon® Processor E5 Family,Server,2012,32,198,4,4,1.8,10,64-bit,80,384,4,34.1
Legacy Intel® Core™ Processors,Mobile,2012,32,310.6126932084309,2,4,2.4,3,64-bit,35,16,2,21.3
Legacy Intel® Core™ Processors,Desktop,2012,32,187,4,4,3.1,6,64-bit,95,32,2,21
Legacy Intel® Core™ Processors,Mobile,2012,32,310.6126932084309,2,4,2.5,3,64-bit,35,16,2,21.3
Legacy Intel® Core™ Processors,Desktop,2012,32,205,4,4,3.2,6,64-bit,95,32,2,21
Legacy Intel® Core™ Processors,Desktop,2012,32,235,4,4,3.4,6,64-bit,95,32,2,21
Legacy Intel® Celeron® Processor,Mobile,2012,32,310.6126932084309,2,2,1.6,2,64-bit,35,16,2,21.3
Legacy Intel® Celeron® Processor,Mobile,2012,32,310.6126932084309,2,2,1.3,2,64-bit,17,16,2,21.3
Legacy Intel® Celeron® Processor,Mobile,2012,32,310.6126932084309,1,1,1.7,1.5,64-bit,35,16,2,21.3
Legacy Intel® Celeron® Processor,Mobile,2012,32,310.6126932084309,1,1,1.4,1.5,64-bit,17,16,2,21.3
Legacy Intel® Pentium® Processor,Mobile,2011.75,32,310.6126932084309,2,2,2.2,2,64-bit,35,16,2,21.3
Legacy Intel® Pentium® Processor,Mobile,2011.75,32,310.6126932084309,2,2,1.3,2,64-bit,17,16,2,21.3
Intel® Core™ X-series Processors,Desktop,2011.75,32,594,6,12,3.2,12,64-bit,130,64.23,4,51.2
Intel® Core™ X-series Processors,Desktop,2011.75,32,1,6,12,3.3,15,64-bit,130,64,4,51.2
Intel® Atom™ Processor N Series,Mobile,2011.75,32,42,2,4,1.6,1,64-bit,3.5,2.44,1,35.07890148212729
Intel® Atom™ Processor N Series,Mobile,2011.75,32,47,2,4,1.86,1,64-bit,6.5,4.88,1,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2011.75,32,310.6126932084309,4,8,2.7,8,64-bit,55,32,2,25.6
Legacy Intel® Core™ Processors,Mobile,2011.75,32,310.6126932084309,2,4,2.3,3,64-bit,35,16,2,21.3
Legacy Intel® Core™ Processors,Mobile,2011.75,32,250,2,4,1.4,3,64-bit,17,16,2,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2011.75,32,310.6126932084309,2,4,2.4,3,64-bit,35,16,2,21.3
Legacy Intel® Core™ Processors,Mobile,2011.75,32,310.6126932084309,2,4,2.4,3,64-bit,35,16,2,21.3
Legacy Intel® Core™ Processors,Mobile,2011.75,32,310.6126932084309,2,4,2.8,4,64-bit,35,16,2,21.3
Legacy Intel® Core™ Processors,Mobile,2011.75,32,310.6126932084309,4,8,2.2,6,64-bit,45,16,2,21.3
Legacy Intel® Core™ Processors,Mobile,2011.75,32,310.6126932084309,4,8,2.2,6,64-bit,45,32,2,21.3
Legacy Intel® Core™ Processors,Desktop,2011.75,32,310.6126932084309,4,8,3.5,8,64-bit,95,32,2,21
Legacy Intel® Core™ Processors,Mobile,2011.75,32,378,4,8,2.4,6,64-bit,45,32,2,25.6
Legacy Intel® Core™ Processors,Mobile,2011.75,32,568,4,8,2.5,8,64-bit,45,32,2,25.6
Legacy Intel® Celeron® Processor,Embedded,2011.75,32,98,1,1,1,1,64-bit,10,4.88,1,35.07890148212729
Legacy Intel® Celeron® Processor,Desktop,2011.75,32,37,1,2,1.8,1.5,64-bit,35,32,2,17
Legacy Intel® Pentium® Processor,Desktop,2011.5,32,64,2,2,2.7,3,64-bit,65,32,2,17
Legacy Intel® Pentium® Processor,Desktop,2011.5,32,75,2,2,3,3,64-bit,65,32,2,21
Legacy Intel® Pentium® Processor,Desktop,2011.5,32,72,2,2,2.3,3,64-bit,35,32,2,17
Legacy Intel® Pentium® Processor,Desktop,2011.5,32,310.6126932084309,2,2,2.7,3,64-bit,65,32,2,17
Legacy Intel® Pentium® Processor,Desktop,2011.5,32,310.6126932084309,2,2,2.8,3,64-bit,73,16.38,2,17
Intel® Atom™ Processor D Series,Desktop,2011.5,32,42,2,2,1.86,1,64-bit,10,4,1,6.4
Intel® Atom™ Processor D Series,Desktop,2011.5,32,310.6126932084309,2,4,2.13,1,64-bit,10,4,1,6.4
Intel® Xeon® Processor E3 Family,Server,2011.5,32,310.6126932084309,4,8,3.6,8,64-bit,95,32,2,21
Legacy Intel® Core™ Processors,Desktop,2011.5,32,121,2,4,2.6,3,64-bit,35,32,2,21
Legacy Intel® Core™ Processors,Desktop,2011.5,32,134,2,4,3.3,3,64-bit,65,32,2,21
Legacy Intel® Core™ Processors,Desktop,2011.5,32,117,2,4,3.4,3,64-bit,65,32,2,21
Legacy Intel® Core™ Processors,Desktop,2011.5,32,177,4,4,3,6,64-bit,95,32,2,21
Legacy Intel® Celeron® Processor,Desktop,2011.5,32,42,2,2,2.4,2,64-bit,65,32,2,17
Legacy Intel® Celeron® Processor,Desktop,2011.5,32,310.6126932084309,2,2,2,2,64-bit,35,32,2,17
Legacy Intel® Celeron® Processor,Embedded,2011.5,32,89,1,1,1.4,1.5,64-bit,17,16.6,2,21.3
Legacy Intel® Celeron® Processor,Desktop,2011.5,32,40,2,2,2.5,2,64-bit,65,32,2,17
Legacy Intel® Celeron® Processor,Mobile,2011.5,32,310.6126932084309,2,2,1.2,2,64-bit,17,16,2,21.3
Legacy Intel® Celeron® Processor,Mobile,2011.5,32,86,2,2,1.9,2,64-bit,35,16,2,21.3
Legacy Intel® Celeron® Processor,Mobile,2011.5,32,310.6126932084309,1,1,1.6,1.5,64-bit,35,16,2,21.3
Legacy Intel® Celeron® Processor,Desktop,2011.5,32,310.6126932084309,1,1,1.6,1,64-bit,35,32,2,17
Legacy Intel® Celeron® Processor,Mobile,2011.5,32,310.6126932084309,1,1,1.3,1.5,64-bit,17,16,2,21.3
Legacy Intel® Pentium® Processor,Desktop,2011.25,32,64,2,2,2.6,3,64-bit,65,32,2,17
Legacy Intel® Pentium® Processor,Desktop,2011.25,32,70,2,2,2.2,3,64-bit,35,32,2,17
Legacy Intel® Pentium® Processor,Desktop,2011.25,32,75,2,2,2.8,3,64-bit,65,32,2,21
Legacy Intel® Pentium® Processor,Desktop,2011.25,32,310.6126932084309,2,2,2.6,3,64-bit,65,32,2,17
Legacy Intel® Pentium® Processor,Desktop,2011.25,32,67,2,2,2.9,3,64-bit,65,32,2,21
Legacy Intel® Pentium® Processor,Mobile,2011.25,32,310.6126932084309,2,2,2,2,64-bit,35,16,2,21.3
Legacy Intel® Pentium® Processor,Mobile,2011.25,32,310.6126932084309,2,2,2.1,2,64-bit,35,16,2,21.3
Legacy Intel® Pentium® Processor,Mobile,2011.25,32,310.6126932084309,2,2,1.2,2,64-bit,17,8.01,2,21.3
Legacy Intel Atom® Processors,Mobile,2011.25,45,310.6126932084309,1,2,1.2,512,32-bit,3,2.93,1,35.07890148212729
Legacy Intel Atom® Processors,Mobile,2011.25,45,310.6126932084309,1,2,1.5,512,32-bit,3,2.93,1,35.07890148212729
Intel® Xeon® Processor E3 Family,Server,2011.25,32,189,4,4,3.1,8,64-bit,80,32,2,21
Intel® Xeon® Processor E3 Family,Server,2011.25,32,189,2,4,2.2,3,64-bit,20,32,2,21
Intel® Xeon® Processor E3 Family,Server,2011.25,32,175,4,4,3.1,6,64-bit,95,32,2,21
Intel® Xeon® Processor E3 Family,Server,2011.25,32,230,4,8,3.2,8,64-bit,80,32,2,21
Intel® Xeon® Processor E3 Family,Server,2011.25,32,250,4,8,3.3,8,64-bit,80,32,2,21
Intel® Xeon® Processor E3 Family,Server,2011.25,32,250,4,8,3.2,8,64-bit,95,32,2,21
Intel® Xeon® Processor E3 Family,Server,2011.25,32,262,4,8,3.3,8,64-bit,95,32,2,21
Intel® Xeon® Processor E3 Family,Server,2011.25,32,294,4,8,2.4,8,64-bit,45,32,2,21
Intel® Xeon® Processor E3 Family,Server,2011.25,32,315,4,8,3.4,8,64-bit,95,32,2,21
Intel® Xeon® Processor E3 Family,Server,2011.25,32,328,4,8,3.4,8,64-bit,80,32,2,21
Intel® Xeon® Processor E3 Family,Server,2011.25,32,612,4,8,3.5,8,64-bit,95,32,2,21
Intel® Xeon® Processor E7 Family,Server,2011.25,32,774,6,12,1.73,18,64-bit,105,1.02,4,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2011.25,32,594,6,12,3.33,12,64-bit,130,24,3,35.07890148212729
Legacy Intel® Core™ Processors,Desktop,2011.25,32,134,2,4,3.1,3,64-bit,65,32,2,21
Legacy Intel® Core™ Processors,Desktop,2011.25,32,310.6126932084309,2,4,3.1,3,64-bit,65,32,2,21
Legacy Intel® Core™ Processors,Mobile,2011.25,32,310.6126932084309,2,4,2.1,3,64-bit,35,16,2,21.3
Legacy Intel® Core™ Processors,Mobile,2011.25,32,310.6126932084309,2,4,2.2,3,64-bit,35,16,2,21.3
Legacy Intel® Core™ Processors,Mobile,2011.25,32,187,2,4,2.2,3,64-bit,35,16.6,2,21.3
Legacy Intel® Core™ Processors,Embedded,2011.25,32,209,2,4,1.3,3,64-bit,17,16.6,2,21.3
Legacy Intel® Core™ Processors,Mobile,2011.25,32,310.6126932084309,2,4,1.3,3,64-bit,17,16,2,21.3
Legacy Intel® Core™ Processors,Desktop,2011.25,32,310.6126932084309,4,4,2.9,6,64-bit,95,32,2,21
Legacy Intel® Core™ Processors,Desktop,2011.25,32,310.6126932084309,4,4,2.5,6,64-bit,65,32,2,21
Legacy Intel® Core™ Processors,Mobile,2011.25,32,310.6126932084309,2,4,1.6,3,64-bit,17,8.01,2,21.3
Legacy Intel® Core™ Processors,Mobile,2011.25,32,310.6126932084309,2,4,1.7,3,64-bit,17,8.01,2,21.3
Legacy Intel® Core™ Processors,Mobile,2011.25,32,310.6126932084309,2,4,1.7,4,64-bit,17,8.01,2,21.3
Legacy Intel® Core™ Processors,Mobile,2011.25,32,310.6126932084309,2,4,1.8,4,64-bit,17,8.01,2,21.3
Legacy Intel® Celeron® Processor,Mobile,2011.25,32,310.6126932084309,2,2,1.5,2,64-bit,35,16,2,21.3
Legacy Intel® Celeron® Processor,Embedded,2011.25,32,72,2,2,1.6,2,64-bit,35,16.6,2,21.3
Legacy Intel® Celeron® Processor,Mobile,2011.25,32,134,2,8.731416549789621,1.1,2,64-bit,17,16,2,21.3
Legacy Intel® Celeron® Processor,Embedded,2011.25,32,111,2,2,1.1,2,64-bit,17,16.6,2,21.3
Intel® Xeon® Processor E7 Family,Server,2011.25,32,1,8,16,2,18,64-bit,105,1.02,4,35.07890148212729
Intel® Xeon® Processor E7 Family,Server,2011.25,32,1,8,16,2.13,24,64-bit,105,1.02,4,35.07890148212729
Intel® Xeon® Processor E7 Family,Server,2011.25,32,2,10,20,2,24,64-bit,130,1.02,4,35.07890148212729
Intel® Xeon® Processor E7 Family,Server,2011.25,32,3,10,20,2.26,24,64-bit,130,1.02,4,35.07890148212729
Intel® Xeon® Processor E7 Family,Server,2011.25,32,4,10,20,2.4,30,64-bit,130,1.02,4,35.07890148212729
Intel® Xeon® Processor E7 Family,Server,2011.25,32,890,6,12,1.86,18,64-bit,95,2.05,4,35.07890148212729
Intel® Xeon® Processor E7 Family,Server,2011.25,32,1,8,16,2,18,64-bit,105,2.05,4,35.07890148212729
Intel® Xeon® Processor E7 Family,Server,2011.25,32,2,8,16,2.13,24,64-bit,105,2.05,4,35.07890148212729
Intel® Xeon® Processor E7 Family,Server,2011.25,32,2,10,20,2,24,64-bit,130,2.05,4,35.07890148212729
Intel® Xeon® Processor E7 Family,Server,2011.25,32,3,10,20,2.26,24,64-bit,130,2.05,4,35.07890148212729
Intel® Xeon® Processor E7 Family,Server,2011.25,32,4,10,20,2.4,30,64-bit,130,2.05,4,35.07890148212729
Intel® Xeon® Processor E7 Family,Server,2011.25,32,2,8,16,2.13,24,64-bit,105,4.1,4,35.07890148212729
Intel® Xeon® Processor E7 Family,Server,2011.25,32,2,8,8,2.66,24,64-bit,130,4.1,4,35.07890148212729
Intel® Xeon® Processor E7 Family,Server,2011.25,32,3,10,20,2,24,64-bit,130,4.1,4,35.07890148212729
Intel® Xeon® Processor E7 Family,Server,2011.25,32,4,10,20,2.26,24,64-bit,130,4.1,4,35.07890148212729
Intel® Xeon® Processor E7 Family,Server,2011.25,32,4,10,20,2.13,30,64-bit,105,4.1,4,35.07890148212729
Intel® Xeon® Processor E7 Family,Server,2011.25,32,4,10,20,2.4,30,64-bit,130,4.1,4,35.07890148212729
Legacy Intel® Pentium® Processor,Mobile,2011,32,310.6126932084309,2,2,2.27,3,64-bit,35,8,2,17.1
Legacy Intel® Pentium® Processor,Desktop,2011,32,310.6126932084309,2,2,2.93,3,64-bit,73,16.38,2,17
Legacy Intel® Pentium® Processor,Mobile,2011,32,310.6126932084309,2,2,1.33,3,64-bit,18,8,2,12.8
Legacy Intel Atom® Processors,Mobile,2011,45,310.6126932084309,2,4,1.66,1,64-bit,8.5,2,1,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2011,32,188,4,4,1.6,4,64-bit,80,288,3,25.6
Legacy Intel® Xeon® Processors,Server,2011,32,219,4,4,2.13,8,64-bit,80,288,3,25.6
Legacy Intel® Xeon® Processors,Server,2011,32,276,4,4,2.26,8,64-bit,80,288,3,25.6
Legacy Intel® Xeon® Processors,Server,2011,32,774,6,12,2.53,12,64-bit,80,288,3,32
Legacy Intel® Xeon® Processors,Server,2011,32,774,4,8,2.93,12,64-bit,130,288,3,25.6
Legacy Intel® Xeon® Processors,Server,2011,32,310.6126932084309,4,8,3.2,12,64-bit,95,288,3,32
Legacy Intel® Xeon® Processors,Server,2011,32,1440,6,12,3.06,12,64-bit,95,288,3,32
Legacy Intel® Xeon® Processors,Server,2011,32,1,4,8,3.6,12,64-bit,130,288,3,32
Legacy Intel® Xeon® Processors,Server,2011,32,310.6126932084309,6,12,3.46,12,64-bit,130,24,3,32
Legacy Intel® Xeon® Processors,Server,2011,32,1663,6,12,3.46,12,64-bit,130,288,3,32
Legacy Intel® Core™ Processors,Mobile,2011,32,310.6126932084309,2,4,2.66,3,64-bit,35,8,2,17.1
Legacy Intel® Core™ Processors,Mobile,2011,32,310.6126932084309,2,4,2.66,3,64-bit,35,8,2,17.1
Legacy Intel® Core™ Processors,Desktop,2011,32,120,2,4,3.1,3,64-bit,65,32,2,21
Legacy Intel® Core™ Processors,Desktop,2011,32,132,2,4,2.5,3,64-bit,35,32,2,21
Legacy Intel® Core™ Processors,Desktop,2011,32,110,2,4,3.3,3,64-bit,65,32,2,21
Legacy Intel® Core™ Processors,Mobile,2011,32,310.6126932084309,2,4,2.1,3,64-bit,35,16,2,21.3
Legacy Intel® Core™ Processors,Embedded,2011,32,187,2,4,2.1,3,64-bit,35,16.6,2,21.3
Legacy Intel® Core™ Processors,Desktop,2011,32,187,4,4,2.8,6,64-bit,95,32,2,21
Legacy Intel® Core™ Processors,Desktop,2011,32,310.6126932084309,2,4,2.7,3,64-bit,35,32,2,21
Legacy Intel® Core™ Processors,Desktop,2011,32,174,4,4,3.1,6,64-bit,95,32,2,21
Legacy Intel® Core™ Processors,Desktop,2011,32,310.6126932084309,4,4,2.5,6,64-bit,65,32,2,21
Legacy Intel® Core™ Processors,Mobile,2011,32,310.6126932084309,2,4,2.3,3,64-bit,35,16,2,21.3
Legacy Intel® Core™ Processors,Desktop,2011,32,310.6126932084309,4,4,3.3,6,64-bit,95,32,2,21
Legacy Intel® Core™ Processors,Desktop,2011,32,310.6126932084309,4,4,3.3,6,64-bit,95,32,2,21
Legacy Intel® Core™ Processors,Desktop,2011,32,310.6126932084309,4,4,2.7,6,64-bit,65,32,2,21
Legacy Intel® Core™ Processors,Desktop,2011,32,310.6126932084309,4,4,2.3,6,64-bit,45,32,2,21
Legacy Intel® Core™ Processors,Mobile,2011,32,236,2,4,2.5,3,64-bit,35,16.6,2,21.3
Legacy Intel® Core™ Processors,Embedded,2011,32,250,2,4,2.5,3,64-bit,35,16.6,2,21.3
Legacy Intel® Core™ Processors,Mobile,2011,32,310.6126932084309,2,4,2.5,3,64-bit,35,16,2,21.3
Legacy Intel® Core™ Processors,Mobile,2011,32,269,2,4,2.6,3,64-bit,35,16,2,21.3
Legacy Intel® Core™ Processors,Mobile,2011,32,310.6126932084309,2,4,1.4,3,64-bit,17,8.01,2,21.3
Legacy Intel® Core™ Processors,Desktop,2011,32,261,4,8,3.4,8,64-bit,95,32,2,21
Legacy Intel® Core™ Processors,Desktop,2011,32,310.6126932084309,4,8,3.4,8,64-bit,95,32,2,21
Legacy Intel® Core™ Processors,Desktop,2011,32,310.6126932084309,4,8,2.8,8,64-bit,65,32,2,21
Legacy Intel® Core™ Processors,Embedded,2011,32,280,2,4,1.5,4,64-bit,17,16.6,2,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2011,32,310.6126932084309,2,4,1.5,4,64-bit,17,8.01,2,21.3
Legacy Intel® Core™ Processors,Mobile,2011,32,310.6126932084309,2,4,2.7,4,64-bit,35,16,2,21.3
Legacy Intel® Core™ Processors,Mobile,2011,32,310.6126932084309,4,8,2,6,64-bit,45,16,2,21.3
Legacy Intel® Core™ Processors,Mobile,2011,32,310.6126932084309,2,4,2.1,4,64-bit,25,8.01,2,21.3
Legacy Intel® Core™ Processors,Mobile,2011,32,310.6126932084309,4,8,2,6,64-bit,45,16,2,21.3
Legacy Intel® Core™ Processors,Mobile,2011,32,310.6126932084309,2,4,2.3,4,64-bit,25,8.01,2,21.3
Legacy Intel® Core™ Processors,Embedded,2011,32,306,2,4,2.2,4,64-bit,25,16.6,2,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2011,32,310.6126932084309,2,4,1.6,4,64-bit,17,8.01,2,21.3
Legacy Intel® Core™ Processors,Embedded,2011,32,295,4,8,2.1,6,64-bit,45,16.6,2,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2011,32,295,4,8,2.1,6,64-bit,45,16.6,2,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2011,32,310.6126932084309,4,8,2.2,6,64-bit,45,32,2,25.6
Legacy Intel® Core™ Processors,Mobile,2011,32,570,4,8,2.3,8,64-bit,45,32,2,25.6
Legacy Intel® Core™ Processors,Desktop,2011,32,1,6,12,3.46,12,64-bit,130,24,3,25.6
Legacy Intel® Core™ Processors,Mobile,2011,32,310.6126932084309,4,8,2.5,8,64-bit,55,32,2,25.6
Legacy Intel® Celeron® Processor,Mobile,2011,32,72,2,2,1.6,2,64-bit,35,16.6,2,21.3
Legacy Intel® Celeron® Processor,Mobile,2011,32,134,2,2,1.2,2,64-bit,18,8,2,12.8
Legacy Intel® Celeron® Processor,Mobile,2011,45,310.6126932084309,1,8.731416549789621,2.3,1,64-bit,35,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Mobile,2011,45,310.6126932084309,1,8.731416549789621,1.4,1,NA,10,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2010.75,45,72,2,8.731416549789621,3.2,2,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel Atom® Processors,Embedded,2010.75,45,310.6126932084309,1,2,1,512,32-bit,7,2.93,1,35.07890148212729
Legacy Intel Atom® Processors,Embedded,2010.75,45,310.6126932084309,1,2,1,512,32-bit,7,2.93,1,35.07890148212729
Legacy Intel Atom® Processors,Embedded,2010.75,45,310.6126932084309,1,2,1.3,512,32-bit,7,2.93,1,35.07890148212729
Legacy Intel Atom® Processors,Embedded,2010.75,45,310.6126932084309,1,2,1.3,512,32-bit,7,2.93,1,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2010.75,32,310.6126932084309,2,4,1.33,3,64-bit,18,8,2,12.8
Legacy Intel® Core™ Processors,Mobile,2010.75,32,310.6126932084309,2,4,1.33,3,64-bit,18,8,2,12.8
Legacy Intel® Pentium® Processor,Desktop,2010.5,45,93,2,8.731416549789621,3.33,2,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2010.5,45,64,2,8.731416549789621,3,2,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Mobile,2010.5,32,310.6126932084309,2,2,2.13,3,64-bit,35,8,2,17.1
Legacy Intel® Pentium® Processor,Mobile,2010.5,32,310.6126932084309,2,2,2,3,64-bit,35,8,2,17.1
Legacy Intel Atom® Processors,Embedded,2010.5,45,19,1,2,600,512,32-bit,3.3,2,1,35.07890148212729
Legacy Intel Atom® Processors,Embedded,2010.5,45,22,1,2,600,512,32-bit,3.3,2,1,35.07890148212729
Legacy Intel Atom® Processors,Embedded,2010.5,45,29,1,2,1,512,32-bit,3.6,2,1,35.07890148212729
Legacy Intel Atom® Processors,Embedded,2010.5,45,37,1,2,1,512,32-bit,3.6,2,1,35.07890148212729
Legacy Intel Atom® Processors,Embedded,2010.5,45,54,1,2,1.3,512,32-bit,3.6,2,1,35.07890148212729
Legacy Intel Atom® Processors,Embedded,2010.5,45,64,1,2,1.3,512,32-bit,3.6,2,1,35.07890148212729
Legacy Intel Atom® Processors,Embedded,2010.5,45,74,1,2,1.6,512,32-bit,4.5,2,1,35.07890148212729
Legacy Intel Atom® Processors,Mobile,2010.5,45,310.6126932084309,2,4,1.5,1,64-bit,8.5,2,1,35.07890148212729
Legacy Intel Atom® Processors,Embedded,2010.5,45,85,1,2,1.6,512,32-bit,4.5,2,1,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2010.5,32,594,6,12,3.2,12,64-bit,130,24,3,25.6
Legacy Intel® Core™ Processors,Mobile,2010.5,32,310.6126932084309,2,4,2.4,3,64-bit,35,8,2,17.1
Legacy Intel® Core™ Processors,Mobile,2010.5,32,310.6126932084309,2,4,2.53,3,64-bit,35,8,2,17.1
Legacy Intel® Core™ Processors,Mobile,2010.5,32,310.6126932084309,2,4,2.53,3,64-bit,35,8,2,17.1
Legacy Intel® Core™ Processors,Mobile,2010.5,32,310.6126932084309,2,4,2.66,3,64-bit,35,8,2,17.1
Legacy Intel® Core™ Processors,Mobile,2010.5,32,310.6126932084309,2,4,1.33,3,64-bit,18,8,2,12.8
Legacy Intel® Core™ Processors,Mobile,2010.5,32,310.6126932084309,2,4,2.66,3,64-bit,35,8,2,17.1
Legacy Intel® Core™ Processors,Desktop,2010.5,45,213,4,4,2.8,8,64-bit,95,16,2,21
Legacy Intel® Core™ Processors,Mobile,2010.5,32,310.6126932084309,2,4,2.8,4,64-bit,35,8,2,17.1
Legacy Intel® Core™ Processors,Mobile,2010.5,32,310.6126932084309,2,4,2.26,4,64-bit,25,8,2,17.1
Legacy Intel® Core™ Processors,Mobile,2010.5,32,310.6126932084309,2,4,1.46,4,64-bit,18,8,2,12.8
Legacy Intel® Core™ Processors,Mobile,2010.5,45,380,4,8,1.73,6,64-bit,45,8,2,21
Legacy Intel® Core™ Processors,Mobile,2010.5,45,570,4,8,1.86,8,64-bit,45,8,2,21
Legacy Intel® Core™ Processors,Desktop,2010.5,32,594,6,12,3.2,12,64-bit,130,24,3,25.6
Legacy Intel® Core™ Processors,Desktop,2010.5,32,117,2,4,3.33,4,64-bit,73,16.38,2,21
Legacy Intel® Core™ Processors,Mobile,2010.5,45,310.6126932084309,4,8,2.13,8,64-bit,55,8,2,21
Legacy Intel® Celeron® Processor,Desktop,2010.5,45,52,2,8.731416549789621,2.7,1,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Mobile,2010.5,45,310.6126932084309,2,8.731416549789621,2.1,1,64-bit,35,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Mobile,2010.5,32,310.6126932084309,2,2,2,2,64-bit,35,8,2,17.1
Legacy Intel® Pentium® Processor,Desktop,2010.25,45,310.6126932084309,2,8.731416549789621,3.2,2,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2010.25,45,72,2,8.731416549789621,2.8,2,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Mobile,2010.25,32,310.6126932084309,2,2,1.2,3,64-bit,18,8,2,12.8
Legacy Intel® Pentium® Processor,Mobile,2010.25,32,310.6126932084309,2,2,1.86,3,64-bit,35,8,2,17.1
Legacy Intel Atom® Processors,Mobile,2010.25,45,310.6126932084309,1,2,1.2,512,32-bit,1.3,1,1,1.6
Legacy Intel Atom® Processors,Mobile,2010.25,45,310.6126932084309,1,2,1.6,512,32-bit,2.2,2,1,3.2
Legacy Intel Atom® Processors,Mobile,2010.25,45,310.6126932084309,1,2,1.9,512,32-bit,2.2,2,1,3.2
Legacy Intel Atom® Processors,Mobile,2010.25,45,64,1,2,1.66,512,64-bit,6.5,2,1,35.07890148212729
Legacy Intel Atom® Processors,Mobile,2010.25,45,310.6126932084309,1,8.731416549789621,2.13,512,32-bit,2.5,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel Atom® Processors,Mobile,2010.25,45,310.6126932084309,1,2,1.83,512,64-bit,6.5,2,1,35.07890148212729
Legacy Intel Atom® Processors,Desktop,2010.25,45,63,2,4,1.8,1,64-bit,13,4,1,6.4
Legacy Intel Atom® Processors,Desktop,2010.25,45,42,1,2,1.8,512,64-bit,10,4,1,6.4
Legacy Intel® Xeon® Processors,Server,2010.25,45,623,4,8,3.06,8,64-bit,95,32,2,21
Legacy Intel® Core™ Processors,Mobile,2010.25,32,310.6126932084309,2,4,1.2,3,64-bit,18,8,2,12.8
Legacy Intel® Core™ Processors,Desktop,2010.25,32,117,2,4,3.2,4,64-bit,73,16.38,2,21
Legacy Intel® Core™ Processors,Mobile,2010.25,32,310.6126932084309,2,4,1.2,3,64-bit,18,8,2,12.8
Legacy Intel® Core™ Processors,Mobile,2010.25,32,310.6126932084309,2,4,2.4,3,64-bit,35,8,2,17.1
Legacy Intel® Core™ Processors,Mobile,2010.25,32,310.6126932084309,2,4,1.2,3,64-bit,18,8,2,12.8
Legacy Intel® Core™ Processors,Desktop,2010.25,32,177,2,4,3.2,4,64-bit,73,16.38,2,21
Legacy Intel® Core™ Processors,Mobile,2010.25,32,310.6126932084309,2,4,1.33,4,64-bit,18,8,2,12.8
